Level,District Code,District Name,School Name,Test,Grade,Number of Total Records,Number of Valid Scores,Number of No Scores,Participation Rate,Total Score Mean Score,Total Score Standard Deviation,Evidence-Based Reading & Writing Mean Score,Evidence-Based Reading & Writing Standard Deviation,Mathematics Mean Score,Mathematics Standard Deviation,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score,Total Score Mean Score,Evidence-Based Reading & Writing Mean Score,Mathematics Mean Score
DISTRICT,1040,ACADEMY 20,All Schools,PSAT,09,"   2,195","   2,070",     125,94.3,977,162,495,88,481,85,973,495,478,4,0,3
DISTRICT,1040,ACADEMY 20,All Schools,PSAT,10,"   2,172","   2,063",     109,95.0,1009,167,519,90,490,88,1015,518,497,-6,1,-7
DISTRICT,1040,ACADEMY 20,All Schools,SAT,11,"   2,073","   1,991",      82,96.0,1081,177,547,91,534,98,1095,555,541,-14,-8,-7
DISTRICT,1050,ELLICOTT 22,All Schools,PSAT,09,      82,      82,       0,100.0,843,147,423,79,419,79,833,416,417,10,7,2
DISTRICT,1050,ELLICOTT 22,All Schools,PSAT,10,      81,      79,       2,97.5,861,158,430,94,431,73,892,447,445,-31,-17,-14
DISTRICT,1050,ELLICOTT 22,All Schools,SAT,11,      60,      59,       1,98.3,931,164,465,86,466,87,893,449,443,38,16,23
DISTRICT,1060,PEYTON 23 JT,All Schools,PSAT,09,      65,      62,       3,95.4,883,132,447,80,436,66,880,448,432,3,-1,4
DISTRICT,1060,PEYTON 23 JT,All Schools,PSAT,10,      65,      64,       1,98.5,891,145,454,89,437,66,915,466,449,-24,-12,-12
DISTRICT,1060,PEYTON 23 JT,All Schools,SAT,11,      65,      65,       0,100.0,991,168,506,87,484,92,956,488,468,35,18,16
DISTRICT,1070,HANOVER 28,All Schools,PSAT,09,      21,      18,       3,85.7,819,133,406,83,413,63,796,395,401,23,11,12
DISTRICT,1070,HANOVER 28,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,868,434,433,- -,- -,- -
DISTRICT,1070,HANOVER 28,All Schools,SAT,11,      20,      18,       2,90.0,945,109,483,73,462,60,- -,- -,- -,- -,- -,- -
DISTRICT,1080,LEWIS-PALMER 38,All Schools,PSAT,09,     613,     574,      39,93.6,997,158,506,86,491,82,991,502,489,6,4,2
DISTRICT,1080,LEWIS-PALMER 38,All Schools,PSAT,10,     579,     549,      30,94.8,1019,179,523,96,496,94,1049,529,520,-30,-6,-24
DISTRICT,1080,LEWIS-PALMER 38,All Schools,SAT,11,     558,     515,      43,92.3,1114,191,559,96,555,106,1117,562,555,-3,-3,0
DISTRICT,1110,DISTRICT 49,All Schools,PSAT,09,"   1,665","   1,539",     126,92.4,866,155,441,83,425,83,862,440,422,4,1,3
DISTRICT,1110,DISTRICT 49,All Schools,PSAT,10,"   1,894","   1,679",     215,88.6,867,153,445,90,423,73,876,451,425,-9,-6,-2
DISTRICT,1110,DISTRICT 49,All Schools,SAT,11,"   1,908","   1,660",     248,87.0,911,175,470,94,440,92,921,475,446,-10,-5,-6
DISTRICT,1120,EDISON 54 JT,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1120,EDISON 54 JT,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1120,EDISON 54 JT,All Schools,SAT,11,      45,      36,       9,80.0,1116,190,565,106,551,91,- -,- -,- -,- -,- -,- -
DISTRICT,1130,MIAMI/YODER 60 JT,All Schools,PSAT,09,      29,      25,       4,86.2,791,114,406,61,386,61,827,394,433,-36,12,-47
DISTRICT,1130,MIAMI/YODER 60 JT,All Schools,PSAT,10,      22,      21,       1,95.5,853,136,427,85,427,68,890,447,444,-37,-20,-17
DISTRICT,1130,MIAMI/YODER 60 JT,All Schools,SAT,11,      22,      21,       1,95.5,883,140,455,77,428,71,916,468,448,-33,-13,-20
DISTRICT,1140,CANON CITY RE-1,All Schools,PSAT,09,     236,     233,       3,98.7,868,144,436,79,432,74,867,439,429,1,-3,3
DISTRICT,1140,CANON CITY RE-1,All Schools,PSAT,10,     271,     264,       7,97.4,895,156,459,91,437,78,893,454,439,2,5,-2
DISTRICT,1140,CANON CITY RE-1,All Schools,SAT,11,     219,     212,       7,96.8,931,165,477,87,453,90,954,490,464,-23,-13,-11
DISTRICT,1150,FREMONT RE-2,All Schools,PSAT,09,      78,      76,       2,97.4,826,145,421,81,405,73,853,435,418,-27,-14,-13
DISTRICT,1150,FREMONT RE-2,All Schools,PSAT,10,      90,      86,       4,95.6,856,111,435,72,421,54,855,437,417,1,-2,4
DISTRICT,1150,FREMONT RE-2,All Schools,SAT,11,      82,      78,       4,95.1,903,139,467,80,437,75,932,475,457,-29,-8,-20
DISTRICT,1160,COTOPAXI RE-3,All Schools,PSAT,09,      17,      17,       0,100.0,960,142,479,82,481,74,- -,- -,- -,- -,- -,- -
DISTRICT,1160,COTOPAXI RE-3,All Schools,PSAT,10,      17,      17,       0,100.0,993,205,500,104,493,106,964,483,481,29,17,12
DISTRICT,1160,COTOPAXI RE-3,All Schools,SAT,11,      21,      21,       0,100.0,984,224,488,108,496,125,- -,- -,- -,- -,- -,- -
DISTRICT,1180,ROARING FORK RE-1,All Schools,PSAT,09,     462,     442,      20,95.7,915,160,455,88,460,83,887,439,448,28,16,12
DISTRICT,1180,ROARING FORK RE-1,All Schools,PSAT,10,     514,     483,      31,94.0,938,161,473,95,465,76,940,473,466,-2,0,-1
DISTRICT,1180,ROARING FORK RE-1,All Schools,SAT,11,     423,     394,      29,93.1,1008,198,500,100,507,108,1000,501,499,8,-1,8
DISTRICT,1195,GARFIELD RE-2,All Schools,PSAT,09,     344,     326,      18,94.8,878,162,438,88,440,86,862,434,428,16,4,12
DISTRICT,1195,GARFIELD RE-2,All Schools,PSAT,10,     335,     323,      12,96.4,903,178,453,99,450,90,880,445,435,23,8,15
DISTRICT,1195,GARFIELD RE-2,All Schools,SAT,11,     308,     303,       5,98.4,952,175,477,92,475,94,962,485,477,-10,-8,-2
DISTRICT,1220,GARFIELD 16,All Schools,PSAT,09,      80,      80,       0,100.0,832,137,422,83,410,69,841,423,418,-9,-1,-8
DISTRICT,1220,GARFIELD 16,All Schools,PSAT,10,      86,      86,       0,100.0,883,145,448,86,436,69,900,450,450,-17,-2,-14
DISTRICT,1220,GARFIELD 16,All Schools,SAT,11,      88,      88,       0,100.0,918,150,460,77,457,86,928,465,463,-10,-5,-6
DISTRICT,1330,GILPIN COUNTY RE-1,All Schools,PSAT,09,      33,      32,       1,97.0,910,118,476,75,434,57,988,514,473,-78,-38,-39
DISTRICT,1330,GILPIN COUNTY RE-1,All Schools,PSAT,10,      29,      26,       3,89.7,1001,190,523,104,478,97,938,503,435,63,20,43
DISTRICT,1330,GILPIN COUNTY RE-1,All Schools,SAT,11,      34,      32,       2,94.1,1007,158,520,88,487,79,1008,507,500,-1,13,-13
DISTRICT,1340,WEST GRAND 1-JT,All Schools,PSAT,09,      31,      28,       3,90.3,933,157,486,86,447,80,877,442,435,56,44,12
DISTRICT,1340,WEST GRAND 1-JT,All Schools,PSAT,10,      33,      32,       1,97.0,864,133,433,77,431,65,845,435,410,19,-2,21
DISTRICT,1340,WEST GRAND 1-JT,All Schools,SAT,11,      45,      35,      10,77.8,868,164,452,92,416,79,954,485,468,-86,-33,-52
DISTRICT,1350,EAST GRAND 2,All Schools,PSAT,09,     111,     111,       0,100.0,901,166,458,89,443,87,922,468,455,-21,-10,-12
DISTRICT,1350,EAST GRAND 2,All Schools,PSAT,10,     110,     108,       2,98.2,894,166,451,105,444,75,978,490,488,-84,-39,-44
DISTRICT,1350,EAST GRAND 2,All Schools,SAT,11,      89,      86,       3,96.6,1047,215,528,111,519,115,1045,530,515,2,-2,4
DISTRICT,1360,GUNNISON WATERSHED RE1J,All Schools,PSAT,09,     144,     137,       7,95.1,915,158,458,84,456,83,946,482,463,-31,-24,-7
DISTRICT,1360,GUNNISON WATERSHED RE1J,All Schools,PSAT,10,     154,     151,       3,98.1,981,168,502,92,479,85,991,506,485,-10,-4,-6
DISTRICT,1360,GUNNISON WATERSHED RE1J,All Schools,SAT,11,     164,     161,       3,98.2,1030,190,521,97,509,103,1060,533,527,-30,-12,-18
DISTRICT,1380,HINSDALE COUNTY RE 1,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1380,HINSDALE COUNTY RE 1,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1380,HINSDALE COUNTY RE 1,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1390,HUERFANO RE-1,All Schools,PSAT,09,      45,      43,       2,95.6,793,128,412,73,381,66,820,423,397,-27,-11,-16
DISTRICT,1390,HUERFANO RE-1,All Schools,PSAT,10,      42,      42,       0,100.0,829,135,434,88,395,53,822,424,398,7,10,-3
DISTRICT,1390,HUERFANO RE-1,All Schools,SAT,11,      29,      29,       0,100.0,864,132,449,75,416,69,915,471,443,-51,-22,-27
DISTRICT,1400,LA VETA RE-2,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,941,466,475,- -,- -,- -
DISTRICT,1400,LA VETA RE-2,All Schools,PSAT,10,      20,      18,       2,90.0,927,140,461,88,467,60,939,483,456,-12,-22,11
DISTRICT,1400,LA VETA RE-2,All Schools,SAT,11,      17,      17,       0,100.0,980,189,497,108,483,87,- -,- -,- -,- -,- -,- -
DISTRICT,1410,NORTH PARK R-1,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1410,NORTH PARK R-1,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1410,NORTH PARK R-1,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1420,JEFFERSON COUNTY R-1,All Schools,PSAT,09,"   6,322","   6,052",     270,95.7,943,174,472,90,471,94,940,471,469,3,1,2
DISTRICT,1420,JEFFERSON COUNTY R-1,All Schools,PSAT,10,"   6,287","   5,931",     356,94.3,977,185,495,98,482,97,982,496,486,-5,-1,-4
DISTRICT,1420,JEFFERSON COUNTY R-1,All Schools,SAT,11,"   5,901","   5,567",     334,94.3,1048,201,526,101,522,110,1056,533,523,-8,-7,-1
DISTRICT,1430,EADS RE-1,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1430,EADS RE-1,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1430,EADS RE-1,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1440,PLAINVIEW RE-2,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1440,PLAINVIEW RE-2,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1440,PLAINVIEW RE-2,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1450,ARRIBA-FLAGLER C-20,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1450,ARRIBA-FLAGLER C-20,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1450,ARRIBA-FLAGLER C-20,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1460,HI-PLAINS R-23,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1460,HI-PLAINS R-23,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1460,HI-PLAINS R-23,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1480,STRATTON R-4,All Schools,PSAT,09,      18,      18,       0,100.0,904,134,459,72,444,72,- -,- -,- -,- -,- -,- -
DISTRICT,1480,STRATTON R-4,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1480,STRATTON R-4,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,905,449,456,- -,- -,- -
DISTRICT,1490,BETHUNE R-5,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1490,BETHUNE R-5,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1490,BETHUNE R-5,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1500,BURLINGTON RE-6J,All Schools,PSAT,09,      54,      52,       2,96.3,838,163,426,86,412,85,831,412,419,7,14,-7
DISTRICT,1500,BURLINGTON RE-6J,All Schools,PSAT,10,      44,      44,       0,100.0,857,127,429,75,428,62,841,428,413,16,1,15
DISTRICT,1500,BURLINGTON RE-6J,All Schools,SAT,11,      42,      41,       1,97.6,839,129,434,77,405,67,918,470,448,-79,-36,-43
DISTRICT,1510,LAKE COUNTY R-1,All Schools,PSAT,09,      66,      57,       9,86.4,885,181,436,91,449,102,841,420,421,44,16,28
DISTRICT,1510,LAKE COUNTY R-1,All Schools,PSAT,10,      68,      61,       7,89.7,879,175,438,96,441,89,866,434,432,13,4,9
DISTRICT,1510,LAKE COUNTY R-1,All Schools,SAT,11,      84,      69,      15,82.1,927,181,467,96,460,95,893,449,444,34,18,16
DISTRICT,1520,DURANGO 9-R,All Schools,PSAT,09,     417,     381,      36,91.4,919,161,477,88,442,83,908,464,445,11,13,-3
DISTRICT,1520,DURANGO 9-R,All Schools,PSAT,10,     420,     381,      39,90.7,936,165,482,96,454,79,952,495,457,-16,-13,-3
DISTRICT,1520,DURANGO 9-R,All Schools,SAT,11,     338,     305,      33,90.2,1032,186,526,98,506,99,1044,532,511,-12,-6,-5
DISTRICT,1530,BAYFIELD 10 JT-R,All Schools,PSAT,09,      99,      96,       3,97.0,880,130,452,76,429,67,883,447,436,-3,5,-7
DISTRICT,1530,BAYFIELD 10 JT-R,All Schools,PSAT,10,     105,     103,       2,98.1,966,164,495,97,470,76,977,484,493,-11,11,-23
DISTRICT,1530,BAYFIELD 10 JT-R,All Schools,SAT,11,      62,      60,       2,96.8,1032,166,523,88,509,89,1016,504,511,16,19,-2
DISTRICT,1540,IGNACIO 11 JT,All Schools,PSAT,09,      55,      55,       0,100.0,754,138,389,71,365,80,787,399,388,-33,-10,-23
DISTRICT,1540,IGNACIO 11 JT,All Schools,PSAT,10,      63,      62,       1,98.4,803,141,407,87,396,63,814,412,402,-11,-5,-6
DISTRICT,1540,IGNACIO 11 JT,All Schools,SAT,11,      56,      54,       2,96.4,859,138,439,69,420,80,845,433,412,14,6,8
DISTRICT,1550,POUDRE R-1,All Schools,PSAT,09,"   2,299","   2,004",     295,87.2,976,174,495,92,482,92,971,490,480,5,5,2
DISTRICT,1550,POUDRE R-1,All Schools,PSAT,10,"   2,175","   1,890",     285,86.9,1009,188,511,101,499,98,1023,516,507,-14,-5,-8
DISTRICT,1550,POUDRE R-1,All Schools,SAT,11,"   1,982","   1,822",     160,91.9,1084,207,544,102,540,114,1093,553,540,-9,-9,0
DISTRICT,1560,THOMPSON R2-J,All Schools,PSAT,09,"   1,137","   1,004",     133,88.3,899,169,458,92,442,88,888,452,436,11,6,6
DISTRICT,1560,THOMPSON R2-J,All Schools,PSAT,10,"   1,209","   1,048",     161,86.7,927,177,474,97,453,91,945,486,459,-18,-12,-6
DISTRICT,1560,THOMPSON R2-J,All Schools,SAT,11,"   1,140","   1,040",     100,91.2,1002,186,514,98,488,99,1024,523,501,-22,-9,-13
DISTRICT,1570,ESTES PARK R-3,All Schools,PSAT,09,      93,      92,       1,98.9,944,163,478,90,466,84,905,459,446,39,19,20
DISTRICT,1570,ESTES PARK R-3,All Schools,PSAT,10,      82,      79,       3,96.3,914,182,464,96,450,95,942,483,459,-28,-19,-9
DISTRICT,1570,ESTES PARK R-3,All Schools,SAT,11,      70,      64,       6,91.4,1006,172,515,96,491,85,1002,520,483,4,-5,8
DISTRICT,1580,TRINIDAD 1,All Schools,PSAT,09,      59,      50,       9,84.7,863,137,448,79,415,68,858,445,413,5,3,2
DISTRICT,1580,TRINIDAD 1,All Schools,PSAT,10,      64,      54,      10,84.4,867,123,455,84,412,49,872,451,422,-5,4,-10
DISTRICT,1580,TRINIDAD 1,All Schools,SAT,11,      58,      56,       2,96.6,932,138,487,72,445,79,925,477,448,7,10,-3
DISTRICT,1590,PRIMERO REORGANIZED 2,All Schools,PSAT,09,      22,      22,       0,100.0,945,173,490,91,455,88,- -,- -,- -,- -,- -,- -
DISTRICT,1590,PRIMERO REORGANIZED 2,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1590,PRIMERO REORGANIZED 2,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1600,HOEHNE REORGANIZED 3,All Schools,PSAT,09,      34,      32,       2,94.1,940,138,476,82,464,73,919,461,458,21,15,6
DISTRICT,1600,HOEHNE REORGANIZED 3,All Schools,PSAT,10,      28,      27,       1,96.4,953,141,472,84,481,68,988,482,506,-35,-10,-25
DISTRICT,1600,HOEHNE REORGANIZED 3,All Schools,SAT,11,      26,      26,       0,100.0,954,178,473,85,481,104,970,485,485,-16,-12,-4
DISTRICT,1620,AGUILAR REORGANIZED 6,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1620,AGUILAR REORGANIZED 6,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1620,AGUILAR REORGANIZED 6,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1750,BRANSON REORGANIZED 82,All Schools,PSAT,09,      48,      39,       9,81.3,936,146,488,86,447,75,876,454,422,60,34,25
DISTRICT,1750,BRANSON REORGANIZED 82,All Schools,PSAT,10,      28,      22,       6,78.6,952,138,498,89,454,61,949,498,451,3,0,3
DISTRICT,1750,BRANSON REORGANIZED 82,All Schools,SAT,11,      45,      29,      16,64.4,984,162,504,87,479,86,996,522,474,-12,-18,5
DISTRICT,1760,KIM REORGANIZED 88,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1760,KIM REORGANIZED 88,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1760,KIM REORGANIZED 88,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1780,GENOA-HUGO C113,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,961,479,481,- -,- -,- -
DISTRICT,1780,GENOA-HUGO C113,All Schools,PSAT,10,      19,      19,       0,100.0,937,182,487,121,451,68,- -,- -,- -,- -,- -,- -
DISTRICT,1780,GENOA-HUGO C113,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1790,LIMON RE-4J,All Schools,PSAT,09,      39,      39,       0,100.0,971,160,505,89,466,81,882,448,434,89,57,32
DISTRICT,1790,LIMON RE-4J,All Schools,PSAT,10,      34,      34,       0,100.0,926,107,482,68,444,53,1012,520,492,-86,-38,-48
DISTRICT,1790,LIMON RE-4J,All Schools,SAT,11,      24,      24,       0,100.0,1032,176,540,95,492,86,999,523,476,33,17,16
DISTRICT,1810,KARVAL RE-23,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1810,KARVAL RE-23,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1810,KARVAL RE-23,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1828,VALLEY RE-1,All Schools,PSAT,09,     160,     158,       2,98.8,896,157,440,81,456,84,882,440,442,14,0,14
DISTRICT,1828,VALLEY RE-1,All Schools,PSAT,10,     154,     151,       3,98.1,900,155,445,86,454,84,919,455,464,-19,-10,-10
DISTRICT,1828,VALLEY RE-1,All Schools,SAT,11,     124,     120,       4,96.8,962,156,479,87,483,79,975,482,493,-13,-3,-10
DISTRICT,1850,FRENCHMAN RE-3,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1850,FRENCHMAN RE-3,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1850,FRENCHMAN RE-3,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1860,BUFFALO RE-4J,All Schools,PSAT,09,      21,      20,       1,95.2,917,147,478,83,439,75,903,451,452,14,27,-13
DISTRICT,1860,BUFFALO RE-4J,All Schools,PSAT,10,      20,      20,       0,100.0,906,151,463,109,443,53,944,489,454,-38,-26,-11
DISTRICT,1860,BUFFALO RE-4J,All Schools,SAT,11,      20,      20,       0,100.0,961,164,496,98,465,79,959,495,464,2,1,1
DISTRICT,1870,PLATEAU RE-5,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1870,PLATEAU RE-5,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1870,PLATEAU RE-5,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,1026,528,498,- -,- -,- -
DISTRICT,1980,DE BEQUE 49JT,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1980,DE BEQUE 49JT,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,1980,DE BEQUE 49JT,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,895,467,428,- -,- -,- -
DISTRICT,1990,PLATEAU VALLEY 50,All Schools,PSAT,09,      44,      44,       0,100.0,836,140,426,79,410,70,838,421,417,-2,5,-7
DISTRICT,1990,PLATEAU VALLEY 50,All Schools,PSAT,10,      58,      44,      14,75.9,812,134,407,85,405,63,849,429,420,-37,-22,-15
DISTRICT,1990,PLATEAU VALLEY 50,All Schools,SAT,11,      64,      64,       0,100.0,885,151,457,83,428,83,889,458,431,-4,-1,-3
DISTRICT,2000,MESA COUNTY VALLEY 51,All Schools,PSAT,09,"   1,620","   1,525",      95,94.1,883,169,442,89,441,91,865,435,430,18,7,11
DISTRICT,2000,MESA COUNTY VALLEY 51,All Schools,PSAT,10,"   1,563","   1,395",     168,89.3,899,161,454,92,445,79,916,465,451,-17,-11,-6
DISTRICT,2000,MESA COUNTY VALLEY 51,All Schools,SAT,11,"   1,511","   1,384",     127,91.6,970,186,491,97,479,100,975,496,479,-5,-5,0
DISTRICT,2010,CREEDE SCHOOL DISTRICT,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,2010,CREEDE SCHOOL DISTRICT,All Schools,PSAT,10,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,2010,CREEDE SCHOOL DISTRICT,All Schools,SAT,11,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -,- -
DISTRICT,2020,MOFFAT COUNTY RE:NO 1,All Schools,PSAT,09,     166,     160,       6,96.4,819,144,423,73,396,81,856,432,424,-37,-9,-28
DISTRICT,2020,MOFFAT COUNTY RE:NO 1,All Schools,PSAT,10,     149,     136,      13,91.3,868,124,440,77,428,56,863,441,422,5,-1,6
DISTRICT,2020,MOFFAT COUNTY RE:NO 1,All Schools,SAT,11,     118,     105,      13,89.0,900,144,459,79,441,77,931,480,451,-31,-21,-10
DISTRICT,2035,MONTEZUMA-CORTEZ RE-1,All Schools,PSAT,09,     176,     168,       8,95.5,815,157,415,87,400,82,794,402,391,21,13,9
DISTRICT,2035,MONTEZUMA-CORTEZ RE-1,All Schools,PSAT,10,     184,     177,       7,96.2,824,158,419,90,405,78,852,432,420,-28,-13,-15
DISTRICT,2035,MONTEZUMA-CORTEZ RE-1,All Schools,SAT,11,     186,     175,      11,94.1,922,175,470,92,452,94,925,472,453,-3,-2,-1
DISTRICT,2055,DOLORES RE-4A,All Schools,PSAT,09,      47,      46,       1,97.9,875,143,440,80,435,76,882,454,428,-7,-14,7
DISTRICT,2055,DOLORES RE-4A,All Schools,PSAT,10,      37,      34,       3,91.9,931,158,476,101,456,68,879,450,429,52,26,27
DISTRICT,2055,DOLORES RE-4A,All Schools,SAT,11,      33,      32,       1,97.0,949,174,482,106,467,82,960,489,471,-11,-7,-4
DISTRICT,2070,MANCOS RE-6,All Schools,PSAT,09,      36,      36,       0,100.0,861,157,437,88,424,77,873,445,427,-12,-8,-3
DISTRICT,2070,MANCOS RE-6,All Schools,PSAT,10,      32,      30,       2,93.8,882,121,440,77,442,57,933,466,467,-51,-26,-25
DISTRICT,2070,MANCOS RE-6,All Schools,SAT,11,      31,      31,       0,100.0,966,203,497,108,469,105,944,478,466,22,19,3
DISTRICT,2180,MONTROSE COUNTY RE-1J,All Schools,PSAT,09,     434,     423,      11,97.5,888,149,447,85,441,75,880,445,435,8,2,6
DISTRICT,2180,MONTROSE COUNTY RE-1J,All Schools,PSAT,10,     407,     397,      10,97.5,923,167,467,96,455,81,909,458,451,14,9,4
DISTRICT,2180,MONTROSE COUNTY RE-1J,All Schools,SAT,11,     454,     420,      34,92.5,952,168,482,88,469,90,965,488,476,-13,-6,-7
DISTRICT,2190,WEST END RE-2,All Schools,PSAT,09,- -,< 16,- -,- -,- -,- -,- -,- -,- -,- -,893,466,427,- -,- -,- -
DISTRICT,2190,WEST END RE-2,All Schools,PSAT,10,      21,      21,       0,100.0,880,162,451,109,430,61,835,420,415,45,31,15
